reviewStar,reviewText
2,"Works okInterface app does not workCustomer support not greatWould not bother with tp again, will use netgear"
2,"good switch for learning, but not very secure"
2,They're still selling the version 1 of hardware. You don't have DSCP and Web-based management. It's really disappointing because v2 is on the market from 2 months ago.
2,"This is one of the worst pieces of technology I've purchased. I've got a competitor's bottom-of-the-range 5-port switch which performs better than this. It has inconsistent performance and my Xbox One hates it - regular disconnections from the Xbox server despite it being configured correctly. Also, I was shipped a model with V1 hardware when there has been a V2 model out for some time. Very, very disappointed, not recommended."
2,"There is an issue with V1 of this product, and TP-Link wont fix it. The utility program that manages the switch wont work with a firewall running. My company enforces this so no option to turn it off. So if you want to manage the switch with a firewall TP_link said you should get the V2"
2,"As soon as I found that you need a Windows executable to set this thing up, it went straight back in the box. The box says it's compatible with Windows, Mac OS and Linux, but it's not, it's Windows-only. You can futz about with the ""executable"" as it seems it's actually written in Java but even then they have written it in a manner that needs a specific version of Java, then they wrapped it in a .exe just to be even stupider. I dumped it and went Netgear instead.  This is 2015, soon to be 2016, not 2002. Give it a browser GUI and don't make it IE6-only!!"
2,This really aggravate me.. I am not sure why but 2 of the buttons are stuck. Came that way out of the package. Not worth the money.
2,"Not consistent. Sometimes it charges, but slowly, and other times, it doesn't charge at all, which is frustrating. We stopped using it. I should've sent it back but life is a little crazy right now and I never got around to it. Ugh!"
2,Stopped working after a few months.
2,Disappointed that it can't do fast charging. It is painfully slow. It now lives in a drawer.
2,It won’t work for my Apple device only my kindle :(
2,"If this is connected to my wife's computer when she boots, it will spin forever. I have a KVM switch for three computers on a dual monitor configuration. When this is plugged into the ""mouse"" port of the KVM, I have real issues booting my three computers - the dual display is confused and one monitor often will not come up.Update: I replaced this one with the one below, and the problems went away.https://www.amazon.com/gp/product/B014ZQ07NE/ref=ppx_yo_dt_b_asin_title_o00_s00?ie=UTF8&psc=1"
2,"Didn't work out of the package. Two inner ports do not recognize any items plugged into them with or without ""power"" button. One power button on an outer port is stuck ""down"" in the on posiition.  Amazon isn't even requiring me to send it back. They are just refunding my money. The item is going in the trash can."
2,Does not work for Apple chargers.  Wish I had known this before purchasing.  Very disappointed.
2,The switches break over time. They are not tolerant of noisy FTDI serial cables. The cord is too short.
2,Hook up to this and you'll be charging FOREVER. I do not recommend.
2,Even the slightest vibration will trigger the one toggle which is very annoying.
2,"I’m not a big fan of this product. So far I’ve used it 3 times, and I bought it specifically for multiple items to be charged on my computer. However, it only works when my laptop is both open and turned on. It also has a rather short cord and is rather awkward to use. Wouldn’t recommend"
2,"If your Desktop's USB Port(s) are in the front and on the upper part of the Tower... these will ""dangle"" in mid-air and are (1) look extremely messy and disorganized (unless you like having a bunch of black spaghetti hanging in front of your tower; and (2) a real pain in the @$$ to connect anything to them.  I guess they're good for a Laptop and that's about it."
2,"I have pneumatic desk riser and this thing hang off the left edge with my webcam, USB headphones and wireless keyboard dongle plugged in.  if you inadvertantly tap one of the buttons, the accessory shuts off (think:  going mute or losing video during a video call).  It must be intended for another purpose."
2,Doesn't support charging a ps4 controller or other things of that sort
2,"When my Android is on a fast charger it charges at about 2800 mah, regular charger 1200 mah. On this usb I was getting 260 mah charge..."
2,"I purchased this in 2015 and still use it once in a while but I've noticed it disconnects and then reconnects every once in a while. If I have devices connected to it, it gets annoying that I won't be able to use my wireless keyboard and/or mouse until it reconnects. Either it was faulty since I've had it or poor quality, but you could spend a little more on another one such as the Anker multi-USB (which I also have)."
2,Item worked well for about three weeks and then started dropping the connection to the computer. Bought a second one and the issue happened again after a lesser amount of time. i'll find a more reliable unit somewhere else
2,"One by one each leg went bad, only needed two outlets so it took a little while before completely worthless, but wouldn't buy again and certainly wouldn't recommend."
2,"I have both the 3.0 version and this 2.0 version from the same manufacturer.This 2.0 version causes all kinds of interrupt issues when being used while gaming on USB 3.2.Only my headset was on the hub, nothing else and it caused sound to mute, controllers to stop working and would, occasionally, even  cause my mouse to report 'close window' when in Chrome.I went back to the 3.0 and all issues went away.Again, I want to stress that the mouse and controller were not plugged into the 2.0 hub; only my headset."
2,"I purchased this to use with my electronic organizer.  Unfortunately, only one port worked.  I couldn’t use to charge all my two phones and Apple Watch at the same time."
2,"I wish the cord length was longer, also I bought this for my TV but it’s not strong enough to support my roku. I constantly get a message stating the charge isn’t strong enough and it shuts off my show."
2,This item stopped working 2 days after I received it and it was barely used.
2,"Power on, but would not charge anything plugged into it. Very small and poor quality."
2,"It worked fantastically until just now, when it just gave up right before my final. Its a good hub for the price, but don't expect it to last. It started off with my mouse just randomly not giving an output through it then it stopped working all together. I only had 2 usb's plugged in and being used when it gave out and it had operated all 4 usb's previously."
2,charging speed is slow. been using it for one month and a half and it doesn't work well right now.  sometimes it doesn't read the flash disk and my printer doesn't work when connecting to it.
2,One port doesn't work.  I now have a three port hub that seems to work fine.  I guess I could send back but it doesn't seem worth the effort.
2,Ive had this usb extender for my laptop work area and it has been working perfectly up until now. Less than two months later I am having trouble with connection problems and it having issues recognizing my keyboard and mouse. I will not be buying anymore and I will need to replace this with a more reliable one.
2,This product will not charge any Apple products. Disappointed that it was not disclosed before purchasing it.
2,"It charges very, very slowly. I am not pleased at all. I only gave it 2 stars because it does charge it after all, and if you have nothing else, this will work, otherwise, it's a waste of money."
2,My iphone rejects it. Bad purchase
2,Did not like the build quality but it was cheap!
2,"It works well sometimes...sometimes. I have my drawing tablet and a keyboard connected into mine and it’s always randomly disconnecting and reconnecting. It’s a huge pain, and I’ll be buying something a little higher quality now."
2,"Only 2 of the 4 work, and only on specific cords DISAPPOINTED."
2,"2 of its ports doesn't work well, it usually can not recognize my phone.So sad, I already throw it away after using it a few times."
2,3PORTS no waiting. one quit and stuck off.
2,"It works... But dosent, If I try to move the usb splitter it would turn off and turn back on, it gets really annoying because I have an external hard drive hooked up to the usb splitter and my mouse, when ever I see my mouse turn off im like OH BOY, and my external hard drive gets shut down, and I have to reload the game again, this sucks when im playing an online game like cs go or rainbow six"
2,Only charges phones. I just received this and am disappointed based on the reviews. The only thing I can get it to charge are mobile phones. Not my keyboard or ipad.
2,Keeps turning off on meReally not happyCord is to long that attaches to computerReally annoying ....concept is great .... not great for using with a laptop though
2,"I have a keyboard, phone charger and headset plugged in and the headset keeps going out. There is obviously something wrong with this port."
2,When I installed hub it killed my Wi-Fi receiver and one of my printers. Had to remove hub to get back up and running.
2,"This was a waste of money. Its flimsy and cheap. The cord is WAY to short. Maybe 6"". Too short to reach from outlet to table top. You just have to let it dangle there. You get what you pay for."
2,"I have Alexa, fire tablet and my phone charger. This Hub works But will not charge my tablet and phone  or what I mean is it will not start the extra charging. Example if my phone battery is at 23% and I plug it into this hub it will stay at 23%. And I have try changing to each different out port."
2,this power switch takes up to much power to split a charger into four devices. waste of money.
2,Bad connection..
2,It only work once or when i first use it. You can't use all the slot. Waste of money.
2,Product works as described. Downside is that it TRIPLES the charging time of any device plugged into it. My dead phone charges in 1 hr 40 minutes on wall charger. Connect this product and the charge time says 6 hrs 52 minutes. My spotlight usually takes about 4 hours to charge. I hooked it up to this before bed and it was still charging in the morning 8 hours later.
2,I dont like it
2,Very slow or no charging
2,"It did not work at all and sent back would lose me Money, so I put in trash instead and that's where it belong!"
2,"I was pleased with this hub originally, but it went kaput after just a couple months of use. Waste of money."
2,This 4 port USB Hub is not so efficient.  First of all it dangles from the computer causing a hazard.  The ports do not allow the USB's to be plugged in all the way so part of the silver is showing.  Just not user friendly.  However the price was right.
2,This is a very cheap water coming off this hub. It's crazy then there's no way this thing supports true high speed. It works and gets the job done but I wouldn't call a quality by any means. For what I paid go to shop around and done a little better on eBay you just wouldn't have got the two day shipping. I don't like the fact that the USB is fixed to the hub so if you damage its game over
2,Shipping arrived day late.Not everything you connect to this 4 port usb device will work. Example an external hard drive will NOT work. In the onset thought loss all that wad on external device but was able to recover.I've had to adjust how I planned to use this 4 Usb port device. I regret ordering.
2,"Bought this 4 port USB hub in March 2019 primarily to connect a wired keyboard, mouse and printer with my laptop while at work. It worked fine for 3 months Then all of a sudden it would randomly drop connection with my devices. Mouse would stop working then reconnect after a few seconds. Then the keyboard would drop out. All at random.  Really frustrating. I threw it in the trash (not worth the hassle of returning) and bought a USB hub made by a different manufacturer."
2,"I'm surprised this got good reviews, but it could be that they are mixing the ratings between different models. The unpowered units (2) I purchased only worked sometimes. The first one was fine with a wireless mouse USB, an external keyboard USB and ONE brick. The fourth slot on the unit would not operate simultaneously with the third slot. The drives would often make scary noises and disconnect. The second unit also would not operate more than 2 bricks at once. There might be some sort of pass-through limitation, so I would advise folks to try the powered, faster units, although I have not tried them yet myself. Limited functionality gets it two stars; at least it did allow me to transfer my data between bricks although with less convenience than for which I had hoped."
2,Did not like this so much. Only one port works when all 4 are supposed to work.
2,I bought this for a specific reason and it's inconvenient when only works at 75%. Should have spent extra money. You get what you pay for.
2,"This thing is really finicky. Sometimes it works, sometimes it doesn't. Sometimes the buttons on the top turn the USB port on and off, sometimes they do nothing. Sometimes peripherals work with it, sometimes they don't. It's like playing Bingo with your USB peripherals."
3,Doesn't do what it says it does at all
3,Nails still split
3,It does whiten and moisturize.
3,didn't work
3,Product didn’t do as advertised
3,I bought this based on the reviews but I think this is a smelly coconut oil and didn't work as it was supposed to.
3,"After weeks of use,  nails stil chop and break"
3,Hasn't made much of a difference yet but I keep using it
3,did not notice any results
3,Not really sure about this yet.  Its a hard cream.  I expected it to be thinner like a lotion.  Its greasy so you have to wipe your hands off after.I really haven't been using it long enough to give a review on whether or not it works
3,"My nails still split, bend, and tear. I don't use it as often as in the beginning."
3,"Haven't had it long. The smell is overwhelming!  So, I won't use it very often."
3,Used for a couple of months but didn't notice any difference with my nails.
3,Not as effective as I had hoped. A little thin.
3,Helped cuticles but not nails.
3,"It moisturizes, but so far I really can’t see any difference."
3,I didn't notice any difference between this and other nail/hand creams
3,It’s ok. Been using for two months now and my nails are same.
3,Didn’t work
3,Not seen any miracles but still trying after a month.
3,I believe it hardened my fingernails.
3,I can't give a rating yet I just received it and have only used 1 day.
3,It’s ok. But don’t thinkIt helped my nails & I put it on every day
3,It seems to work. The only drawback is the OVERWHELMING coconut smell.
3,Either this takes awhile to work or it doesn't work as much as everyone says it does. My nails are still breaking after 3 weeks...
3,Doesn’t work
3,I gave it 3 out of 5 stars because the instructions say use 3x per day. I don't have time to apply 3x per day. This means I would have to carry it around.
3,I received this gel no white topcoat and it was very clumpy you couldn’t even use And that’s upsetting because I love this product
3,The top coat is fine dries perfectly.The base however does not ever dry fully and so the nail polish peels off After a couple days no despite the top coat.
3,It turns a yellowish color when cured.
3,Not long-lasting
3,It does not dry and it comes right off at the slightest touch
3,Still have to wipe
3,"I don’t know what I’ve been doing wrong, if anything, but the base coat cures in a weird way. It will almost bubble and shrink to one side of my nail. I thought it was my technique or lamp, but I later found out it wasn’t the case. The top coat is pretty solid though, so I’ll keep using that."
3,I cured the base and top coats with a 45W LED Lamp for 60 seconds and they were still sticky + tacky. Even cured them for an additional 30 after that and still sticky. Tried to wipe them off after a while and it just takes the polish off. Very difficult to remove residue as well.
3,"It's more expensive than the one I've used before. Also my nail polish doesn't last, I'm going back to the other one I used. Atleast that one is $2 cheaper and it lasted me 2 weeks."
3,Has a harsh smell other then that it work good
3,You still have to wipe.
3,Doesn’t last as long as other products I’ve used.
3,"Kinda thick, does not last long"
3,"Did not use for 3 months stored in a dark cupboard,  and when I went to use them they were chunky and wouldn't work"
3,Polish is decent but one is obviously old because it arrived dry. Still usable but very dry.
3,It just doesn't leave the same shine as a regular wipe off...
3,Very thick. Takes 4 min to dry on led light
3,To small
3,The listing makes these look very special. Indeed they are attractive (if somewhat smaller than normal). But they don't do any better than the ones you buy at the drugstore.
3,They are very small
3,Difficult to hold and press down with precision. Don't waste your money.
3,"I’ve only used them once, but I was expecting them to be sharper. I wouldn’t spend $15 on these again."
3,I gave this product 3 stars because I felt it  performed exactly the same as a cheap clipper.
3,I was expecting something way different
3,"The edge is sharp and cuts easily. But due to the edge's thickness and higher grind angle, nails can often crack a tiny bit compare to my old Victorinox 8.2055.CB clippers.Ended up using some high grit sandpapers (1000, 2000 and 3000 grit) to sharpen my old clipper and put these in the drawers as emergency backups.Structurally, these are stronger than the Victorinox, and easier to cut some thicker and harder nails (like big toe nail).They works, but are not the best choice for me."
3,Not very sharp and to not come with file
3,"I've bought nail clippers at the usual department stores for years, brands like Revlon, Trim, etc. I was looking to replace a set so I researched the Harperton clippers and other brands. The reviews on this set were very good 4.6 out of 5 stars, over 10, 000 reviews and an Amazon Choice for high ratings and a well priced product. They are well made, sharp and ergonomic, but are not outstanding as some reviews claimed. They are actually a little shorter and slightly wider than the department store brands, but do not seem to cut any better and have no swing out nail file attached to the device. In my opinion, they are no better than the department stores and are more expensive."
3,Too heavy and herky - and more expensive than the set I got for my husband! Returning
3,Just trying it out...like it so far.
3,Smells decent
3,I put some of this on every time I go to the senior center or retirement home. 70% of the time works every time!
3,Na
3,The size of the bottle is too small.
3,To oily and goes away fast the fragrance
3,It doesn't work for me
3,N/a
3,Not a long lasting smell
3,There wasn't much scent at all. who knows if the pheromones' are working?
3,Wanted something spicier
3,It’s cool...I guess for what you pay it is what it is. I didn’t get any compliments and it’s more like an oil in a spray bottle.
3,I can hardly smell it on me
3,Scent and longevity. Oily and leaves mark on clothes.
3,It’s ait
3,See above headIine.
3,I don't know I think it's a normal colong
3,Did not notice a difference
3,"It’s a decent smelling cologne, I don’t think at all it contains pheromones. Unless, it has to do with one’s own body chemistry and how it reacts. Kind of expensive for the size and I would not rebuy."
3,None
3,"I'm in a rural part of the country.... It works I think,but I pair it with Armani"
3,"I don't really use it often because it won't last for long, it's an oil and you need to re-apply. It's also a very light scent people barely smell it"
3,The smell doesn't last long it fades away quick
3,Very normal.
3,Don't work
3,Enough said.
3,Pew
3,"Love the scent, but doesn't last long. Not too sure about the pheromone part. Don't think you can just rub on pheromones."
3,Just Ok. It’s an oil !
3,Normal
3,For the price I would expect longer longevity.
3,Nothing
3,It wasn't what I thinking it was
3,Could not tell any difference when I used it had not effect
3,Very oily when it goes on.
3,FOR EVERYDAY USE
3,"It appears to be just a plain scent, that doesn't really last long...."
3,"The scent isnt that strong, the smell is interesting. Wont buy again. Some people didnt even notice i had it on"
3,Nothing noticeable .. i think its a bit expensive
3,"While the scent is pleasing....at least to me, I’ve used other men’s cologne with more lasting results?"
3,Not what I quite expected but I expect to use it.
3,Subpar longevity
3,Its to oily....
3,The smell did not last
3,"Smells fresh, oily. Couldn’t attract a fly even in a strip club."
3,Smells ok!
3,I believe this stuff but it doesn't work at all. No women will pay special attention to this smell at all
3,Clinique for men is the way to go.
3,My bottle was only 3/4 full when I opened it
3,"The scent of this perfume is light and refreshing.However, the down side is the smell doesn't last for long."
3,It’s okay. Smells slightly better than Axe I suppose. You get what you pay for. It could be worse.
3,What fragrance? None at all.
3,The smell went away
3,Cheap scent as price
3,Leaves spots on my clothes.
3,So when i received the package the entire box was soaked in the cologne. Smells decent.
3,Scent does not last long at all
3,"An average scent, nothing really unique about it"
3,Scent does not last long!
3,Yup
3,its decent but if i put it on my neck i break out
3,It evaporated to quick
3,the scent does not last long but its ok.
3,"I got this product bc these type of scents should last a couple hours, but it barely lasts through the first."
3,it does stays long but the smell does not live up to it's ratings and reviews
3,5 star longevity cause I cant get the smell out. Holy moly dont buy cheap cologne!
3,Cheap scented
3,Perfume is cheap but at the same the fragrance doesn't stay for a long time. Wears off in a couple hours
3,The scent is very light and doesnt linger very long.
3,Excelente producto
3,I’d rather go to bealls instead
3,its decent for the money..
3,I GIVE THIS 5 STARS DOES WHAT IT SAYS
3,These are decent for the price I would say because it doesn’t last that long but smells decent
3,Smell not long
3,"Not saying there is anything wrong with the product. I guess I the kind of person that is use to higher end colognes. I just wanted to get something for my grudge days(I always have to wear something).It's not a  bad cologne, but just not my taste. It's subtle and wears evenly. I am aware that there are different scents, so I might need to try a different one."
3,"Has a light, powdery scent"
3,The smell doesn’t last long. 🤨
3,Scent does not last more than an hour or so. Will not order again.
3,Not enough vanilla scent !
3,Overly vanilla for me
3,Smells clean......but fades too fast.
3,"Not a very ""woodsy"" ""Oaky"" aroma, very lite scent doesnt last long, but alot of cologne for $20."
3,Just ok.
3,Smells cheap
3,The smell just isn't there. Not manly at all.
3,Not Expecting for the Price ?
3,Fragrance doesn’t last long enough!
3,Gives me a headache
3,—-
3,Good stuff. The bottle is garbage though. Which makes it all trash. If it cant handle the shipping or it falling over once. It’s no good. The qc for the cap is trash.
3,"I anticipated this dryer to be just what I was looking for but it was twice too large & heavy for my hands. I’m so disappointed because in the few areas my hands could manipulate it, my hair did just what I had hoped it would do. If you make one that does, please let me know because I’m at my wits end."
3,Bought in July and already smells like it’s on fire when using.  A week outside the return window 🙄
3,Too bulky to hold
3,Long and heavy to use.
3,NOTHING
3,The dryer cylinder was too big for what I intended to use it for. It was rather hot to hold and just didn’t work for me.
3,"Too loud. Didn't curl my hair, just blew it all around."
3,It is too large to use on shorter to medium length hair.
3,Not really for people with long thick hair.
3,My hair sits on mu shoulders and I have bangs.  The brush is too big for my bangs.  I had to return it.
3,Didn't like it; heavy and too bulky for anything other than long hair.  I returned this item.  other than that it appears to dry and curl ok but not for me.
3,Wasn't expecting it to be so big. Kinda bulky and heavy.
3,It does dry quickly.
3,It did dry my hair fast but my hair didn't look as smooth and shiny as I expected.
3,normal
3,Not many temparature control settings
3,Too big and heavy
3,Too bulky to use
3,"It is very heavy , I gave it to my Grandaughter"
3,Too heavy to use all over head. Have only used once since buying it.
3,Doesn’t really wave the way you’d imagine
3,It’s biggest strength is smoothing hair. It doesn’t give great volume and it gets very hot.
3,na mal
3,I should have researched this more. The size of the head is way too big for my shoulder length hair.
3,The handle is too large abd it makes unit heavy and Gard for me to turn
3,Big and very heavy.
3,"I have loved this dryer and have been raving about it and have gotten several of my friends to buy it.  It works for me because I’m not coordinated enough to manage the brush and dryer separately.  That said, I’ve had it for 10 months and it suddenly broke on me last night.  I was so sad.  Revlon is doing a warranty replacement but I don’t get to pick my color.  That may seem trivial but I just want what I bought to work and I think if it breaks then they should replace it with the same thing.  I’m definitely not happy with that warranty policy.  Obviously it matters enough to me that I have come back here to update the review so that says something.  And the whole thing makes me question how long this one will work too."
3,Did not dry my thick hair at all! Took longer then a hairdryer
3,"I think it works ok, its meant for air dried hair I think. It takes FOREVER to dry wet hair. It would take an hour to get hair dry using this."
3,Could have been smaller.
3,"There’s a tiny lip at the top that my hair get caught under and tangles or rips out. Drying my hair takes much longer and there isn’t much curl, like I expected. Decent product but it just doesn’t do what I thought it would."
3,If you have long hair you will need to blow dry with regular dryer a little before using it or it will take forever to dry your hair.
3,No temperature adjustment and it gets soooo hot. I wish I would have bought a better one and spent more money on something that doesn’t get this hot. I would not recommend.  It works great but the heat cannot be good for your hair.
3,Gets too hot!!! A bit clumsy.
3,Ordered a bunch for Christmas presents only had one that didn’t work!
3,"Very loud, heavy and the unit gets too hot."
3,I like that my hair doesn’t get stuck in it. You can keep turning the brush without your hair falling out of it. I don’t like that it doesn’t dry my roots so my hair will be dry but not the top of my head
3,After 5mos of use the dryer now makes a high pitch skreeching noise for the 1st minute after turning on.
3,"After a couple times using,  it made hair feel heavy."
3,Didn’t do what it said
3,Didn’t see ANY sort of change in my hair!!!
3,Smell is ok. I have been using this for 2 months and haven’t seen much difference in my hair. Smell doesn’t stick.
3,When I use this..my hair became very strong..but getting lot of dandruff
3,Makes my scalp itch
3,Can't really tell this makes any sort of difference what so ever.
3,Caspa
3,Wasn’t quite what I expected
3,The shampoo and conditioner work like they say. I am picky when it comes to how my hair feels after washing. I really dislike my hair being staticky. I want my hair soft and not full of static. I guess it depends on what you are after. For the price I myself will try something else.
3,It makes my hair knottyFeels dryer now than before.
3,It was kinda stringy
3,It's OK.  If course going to use for longer than 2 days
3,Hair felt dry
3,Didn’t work not even a little
3,It was ok. Didn’t notice anything different from my usual shampoo. Set time is a bit to long. 5minutes for shampoo is do able 10-15 for conditioner is way to long for in the shower.
3,I will not purchase again
3,Not seeing a big difference in my hair. Have been using 3 months.
3,The conditioner doesn't soften my hair.  I do believe that the shampoo has a stripping effect.  I do not notice my hair being any shiner.
3,"It really help me with my eczema problem, my scalp is not as itchy and I see way less dry  scalp on my head, thw only thing I dont like its that the rest of my hair gets way dry and tangled, even with the conditioner."
3,Left my hair with a lot of tangles
3,It’s breaking my hair in half. Bummed:
3,It's not what I expected. It tangles my hair up to much.
3,I started using this but it doesn’t seem to meet up to its claims.
3,It makes my hair feel dry
3,Was expecting lager bottles
3,Feels to weighted on my hair. Like I have to really rinse to get it out of my hair. Not at all impressed. Would not buy again.
3,"It's too thick, I had to wash my hair multiple times to get product out. This product is not for African American hair."
3,Not for consumption
3,It really is quite thick.
3,Takes time. We need more time to review
3,It’s really heavy so use it very sparingly. I have thick hair and it’s even weighs my hair down.
3,Way too sticky.
3,I mostly used it on a section on my eyebrows that look thin. Used this every night and I'd say that It worked. Hair looks thicker now.
3,My husband only used the castor oil once.  We haven't use it enough to evaluate it yet.
3,Have not seen any result
3,Haven’t really noticed any difference. Been putting it on for about 2 months now...
3,"This is way too thick for hair applications. It's hard to rinse out even with shampoo and it leaves your hair feeling sticky and muddy which makes hair difficult to comb or brush afterwards. I haven't seen any positive effects of using this stuff and I will say for the most part it made my hair feel worse not to mention gave it massive shrinkage.I gave it 3 stars however because if you mix it in with conditioner it's a way better experience. It's good as a base to mix with other products but It is however not the reason I purchased this. I purchased it with the intention of only using this oil by itself. I don't see how this can be beneficial if it makes my hair feel yucky.I may continue experimenting with it as a base as I try to mixtures of other oils to come up with a proper consistency but based on the advertisement of using this for ""hair"" or it's mystic ""hair health"" properties I""m going to have to say this is a a bit far fetched to expect from this item and not a good reason to purchase it."
3,I found it cheaper at the local supercenter.
3,"The texture is very tick. Didn’t see the result yet , though I’m using it since a week"
3,Not sure if it worked or not. It is difficult to spread on because it has the texture of tree sap.
3,It didn’t moisturize my skin and the bottle kept leaking every where so I had to throw it away
3,Everybody needs It’s
3,WOULD NOT BUT.AND DON'T USE ON HAIR
3,It does work somehow!
3,Arrived licking and almost half is gone.
3,It didn’t do anything
3,Does the job
3,Just started using the product so I can't give an accurate review.
3,To tick for my...hard to wash off.
3,I’ve been using it on my hair for about 2 months now but nothing noticeable yet.
3,Does not last all day
3,"Doesn’t stay long, started to fade within 3 hours of apply."
3,"Not smudge proof, spreads across my eyes by the end of the day."
3,It works just not as long as it states.
3,It runs after 2hours in a humid climate
3,I don’t see what all the hype is about.
3,"Little water resistance.  Very smooth color ( brown), but is hypoallergenic."
3,Just a regular eyeliner
3,A little light and patchy gunks up if you go over spots again and dries down shiny
3,This product is drying out to fast.
3,It’s ok. Prefer Stila.
3,It’s not 24 hrs stay
3,Smudges.
3,Average.
3,Not very water resistant & have to go over several times to get the black dark enough. Prob won't purchase again.
3,hairs on the brush bent out of place
3,It is not waterproof and doesn’t last long.  I had to use it several times to fix the eyeliner. I wouldn't buy it again!
3,For the price it’s ok... I wear contacts... I have to se another..
3,Eh it's too watery
3,"This eyeliner is waterproof in a way that if you put it on and try to wipe it off with water it will only partially come off, but it IS NOT waterproof in a way that you can go swimming or sweat even a little bit. I bought it for my vacation because the reviews were good and it actually says ""waterproof"" not ""water resistant"" which is what it really is. Also the brush/marker is too flexible making it very difficult to do winged eyeliner. I would not recommend this eyeliner at all"
3,It’s not waterproof or smudge proof.
3,Product just ran when I tried outlining my eyes
3,I am on Airplanes all the time and the tube explodes and leaks
3,"I am not sure what is up with this brand. I bought one it was fine, bought another and fibers started popping out. Just got two more and one of them is doing it already?"
3,goes on smoothly lasts for hours
3,I’ve had the product for a short time and it’s already coming apart and it smudges alot
3,Cracked after awhile
3,The line was thinner than I thought it would be...
3,Dried out really quickly
3,Read a ton of reviews.  Got this to replace my MAC liquid last eyeliner.  It doesn’t last as others have reviewed.  I use a primer & setting spray and it still fades away by the end of the day. Doesn’t last on oily skin.
3,not bad.definitely not waterproof though. got faded after 4 hours too
3,The product was kind of dry and was not waterproof! Will prob not purchase again!
3,Tip of the eyeliner started fraying and was not smooth and pointy. It was all over the place
3,It started flaking.
3,It tries but doesn't work for hooded eyes. May work for those without hooded eyes but for me it smudged like crazy.
3,"Its not waterproof, smears  and does not stay on all day"
3,Blush is good but the smell was terrible like putting selfless tanner
3,It's okay....it does the job but the color is a bit orange. I wouldn't return it but I will not buy it again.
3,This product is okay . It smells nice but it doesn’t really show well on my skin type . I prefer the hoola bronzer .
3,I don’t smell anything. Wanted as a contour. Too orangey!!!!
3,It doesn't taste the same as last time
3,Product came without applicator inside
3,Not dark enough. Plus it smelled funny. Sadly I'm returning .
3,Made my pores look bigger
3,Little too light
3,It came brokeeeeeee !!! So dissapointed!
3,Really have to use a lot to show color
3,The color is too light for my skin.  I cannot see it.
3,The bronzer is very light for my skin tone. This bronzer is for light people. I am more on the brownish skin color.
3,Side by side my “bronzer” and “deep bronzer” are the same color... should have just kept it I guess
3,It was a lot more shimmery than I thought it would be. I ended up returning it.
3,Waaaaay too dark and almost the same as the darker shade.
3,ça va
3,"The product seems to cover ok, when you can get it to come out of the tip. There is a dial you turn and then you're supposed to tap the sponge applicator on your skin, but barely any of the product comes out.  Also, removing the seal around the cap left a very sticky residue on the bottle that I couldn't get off even with rubbing alcohol."
3,not much coverage
3,Too thick and water repellent
3,Not enough coverage
3,"The product works as expected for a concealer. However, instant age repair is a big stretch. The spongy applicator seemed to make the distribution of the concealer uneven. Used it, but won’t purchase again."
3,Like it but found it hard to get out.
3,It doesn't work for me at all.
3,Powder spread
3,Don't feel I would reorder.
3,"The concealer accentuated some of my texture and creases under the eye. I have sunken eyes. Not sure if I will use again. Also the applicator seems unhygienic. I know the products has many rave reviews though, my skin is just not good enough to have a flawless application of this concealer."
3,ditto
3,"Loved it, that is until it stopped turning to dispense more. I guess I'll have to break out open to use it"
3,Maybe I should've chosen a different shade? It just didn't 'stay in place' to change the color of my 'dark circles?'
3,I have a lot of dark spots and I can not completely cover them.  But I'm old and maybe don't know what I'm foing
3,Product seemed somewhat dried out- not easy to blend/spread. Flaked off easily after application.
3,I always use this brand but after removing the tape that seals it a sticky residue was left.
3,Does just an average job for coverage.  Has a tendency to crease and wear off mid-day
3,VERY drying
3,dry
3,I have been using this product for quite some time (2 years or more) and I gave it only a three star to make a statement that it is NOT going to cover up age spots or blemishes. I use it as a ''base'' before putting on my liquid makeup.
3,Much lighter than actual color displayed.
3,Its not thick enough
3,Feels and looks really thin for dark circles. Imperfections on skin dies cover up.
3,"It's ok, not moisturizing at all."
3,Dont know why but it doesnt come out ...
3,Not sharp enough. One use does it in.
3,These are not sharp...at all.
3,Not my favorite razor for facial skin. These don't move over skin very well. Maybe I need to get used to using the we m.
3,"Good beginner tool to start with if you're new to derma planing. It's good for the price. However, I think that it gets the job done but not as good as you want it to with dead skin. It is great at removing that peach fuzz around the jawline though."
3,Not sharp enough
3,Not so smooth and not so much for sensitive skin
3,"This product works as described for me, but really scratched up my sister who has sensitive skin."
3,Not that sharp.Plastic edges scratched my face.
3,They work
3,I have noticed this pulls hair a little instead of just shaving smoothly off.
3,It works but I don’t see how it works any different than a razor!
3,They are sharp but I feel they should be shorter or maybe a different shape. I find it to be big for the areas on my face.
3,"The pump is sturdy and reliable. However, the container is top-heavy."
3,Not sharp enough. Not at all moisturizing. I had to go over several times the areas I needed done. Cheap enough that I didn’t return.
3,I didnt like that it was hard to maneuver around my eyebrows. It left my skin a little irritated because there is just a blade.  I did like that it came in a 3 pack. I liked the price.
3,These are ok! I bought temporarily because I can’t get my eye brows waxed right now and they needed shaping.
3,My face is still sensitive after using. It got the hair off but didn’t really exfoliate. My face is raw.
3,"The blades will easily cut you. They are very irritating on delicate skin. But it works well,so be careful when you use it."
